groupId,artifactId,latest description,earliest release (real) date,latest release (real) date
org.ow2.weblab.tools.maven,weblab-archetype-trainable,The Archetype used to generate a stub for trainable. This should be called through the weblab-archetype-plugin and not directly.,20111108Z,20111108Z
org.owasp,dependency-check-plugin,,20170122Z,20200326Z
org.palladiosimulator,eclipse-project,An archetype to create a stub for Eclipse projects as part of the Palladio Simulator.,20180918Z,20190212Z
org.parallelj,parallelj-archetype,ParallelJ is a Java framework for parallel computing. It provides flow modeling and execution. This archetype projects allows to create a project skeleton using ParallelJ.,20100804Z,20140618Z
org.parallelj,parallelj-archetype-web,ParallelJ is a Java framework for parallel computing. It provides flow modeling and execution. This archetype projects allows to create a project skeleton using ParallelJ.,20120410Z,20140618Z
org.parancoe,parancoe-pluginarchetype,,20081101Z,20081101Z
org.parancoe,parancoe-webarchetype,,20070802Z,20081117Z
org.patterntesting,patterntesting-tools,"PatternTesting Tools (patterntesting-tools) is the container for
    tools around PatternTesting like the Ant extensions and Maven plugin.",20101019Z,20200418Z
org.peelframework,peel-flink-bundle,,20151111Z,20180130Z
org.peelframework,peel-flinkspark-bundle,,20150811Z,20180130Z
org.peelframework,peel-spark-bundle,,20151111Z,20180130Z
org.pf4j,pf4j-quickstart,,20190612Z,20200421Z
org.pousse-cafe-framework,pousse-cafe-sample-app-archetype,Pousse-Café is a framework assisting in writing DDD-based applications. This is the archetype for a simple app.,20191009Z,20200629Z
org.pousse-cafe-framework,pousse-cafe-sample-bounded-context-archetype,Pousse-Café is a framework assisting in writing DDD-based applications. This is the archetype for sample bounded context.,20190316Z,20190830Z
org.pousse-cafe-framework,pousse-cafe-simple-meta-app-archetype,Pousse-Café is a framework assisting in writing DDD-based applications. This is a simple meta-app archetype.,20170209Z,20190201Z
org.proyecto-adalid.meta,meta-jee2-archetype,Adalid platform JEE2 meta-project archetype,20180213Z,20200321Z
org.pustefixframework,pustefix-archetype-application,Pustefix Archetype for Applications,20110224Z,20200512Z
org.pustefixframework,pustefix-archetype-basic,Pustefix archetype creating a basic application,20110224Z,20200512Z
org.pustefixframework.maven.archetypes,pustefix-archetype-module,Pustefix Archetype for Modules,20110224Z,20200512Z
org.qianalyze,QiAnalyzeModule-Archetype,The archetype to create a new QiAnalyze Module for more information visit http://java.net/projects/qianalyze,20130711Z,20130711Z
org.qianalyze.sample,QiAnalyzeModule,The archetype to create a new QiAnalyze Module for more information visit http://java.net/projects/qianalyze,20121221Z,20121221Z
org.qooxdoo,qooxdoo-archetype-desktop,An archetype to create a qooxdoo application,20121127Z,20121127Z
org.qooxdoo,qooxdoo-archetype-gui,An archetype to create a qooxdoo application,20120116Z,20120116Z
org.quattor.maven,cfg-module,,20110902Z,20180709Z
org.quattor.pan,panc-maven-archetype,,20120220Z,20180413Z
org.rauschig,maven-archetype-bundle,"A maven archetype that incorporates common artifacts for OSS development and OSGi compatibility",20130530Z,20140407Z
org.refcodes,refcodes-console-ext-archetype,"A minimum REFCODES.ORG enabled command line interface (CLI) application. 
		Get inspired by ""https://bitbucket.org/funcodez"".",20190428Z,20191226Z
org.refcodes,refcodes-rest-ext-archetype,"A minimum REFCODES.ORG enabled RESTful server and client application. 
		Get inspired by ""https://bitbucket.org/funcodez"".",20190428Z,20191226Z
org.resthub,resthub-jpa-backbonejs-archetype,,20121203Z,20141003Z
org.resthub,resthub-jpa-backbonejs-multi-archetype,,20121203Z,20141003Z
org.resthub,resthub-mongodb-backbonejs-archetype,,20121203Z,20141003Z
org.resthub,resthub-mongodb-backbonejs-multi-archetype,,20121203Z,20141003Z
org.rhq,rhq-plugin-archetype,,20080605Z,20080605Z
org.rhq.maven,smartgwt-war-archetype,archetype for a Maven project for a SmartGWT web application (WAR),20101102Z,20111025Z
org.richfaces.archetypes,richfaces-archetype-kitchensink,JBoss WFK Quickstart: Based on the kitchensink quickstart but adds RichFaces,20120312Z,20160620Z
org.richfaces.archetypes,richfaces-archetype-simpleapp,,20100611Z,20160620Z
org.robovm,robovm-console-template,,20150310Z,20151119Z
org.robovm,robovm-cross-platform-kotlin-template,,20151118Z,20151119Z
org.robovm,robovm-cross-platform-template,,20150708Z,20151119Z
org.robovm,robovm-default-template,,20150310Z,20151119Z
org.robovm,robovm-single-view-template,,20150415Z,20151119Z
org.robovm,robovm-templates-console,,20151216Z,20160229Z
org.robovm,robovm-templates-cross-platform,,20151216Z,20160229Z
org.robovm,robovm-templates-cross-platform-kotlin,,20151216Z,20160229Z
org.robovm,robovm-templates-ios-single-view,,20151216Z,20160229Z
org.robovm,robovm-templates-ios-single-view-no-ib,,20151216Z,20160229Z
org.robovm,robovm-templates-tvos-single-view,,20151216Z,20160229Z
org.robovm,robovm-templates-tvos-single-view-no-ib,,20151216Z,20160229Z
org.sadiframework,sadi-service-archetype,,20120503Z,20120503Z
org.sakaiproject.maven-archetype,sakai-wicket-maven-archetype,"The Sakai Wicket Maven Archetype allows you to generate a sample Sakai app via a single Maven command. 
		The app is based on Apache Wicket which integrates nicely with Sakai. 
		The app demonstrates how to get a Sakai tool styled, internationalised and registered, setup your own APIs, wire them up with Spring and inject them via annotations. 
		The 1.1 and up releases also include multi database support via Spring JDBC. It could easily be used as a base for a real tool.",20141028Z,20141028Z
org.scala-tools.archetypes,liftweb-archetype-blank,Archetype - blank project for liwftweb,20081124Z,20081124Z
org.scala-tools.archetypes,liftweb-archetype-hellolift,Archetype - hellolift sample liwftweb application,20081124Z,20081124Z
org.scala-tools.archetypes,scala-archetype-simple,The maven-scala-plugin is used for compiling/testing/running/documenting scala code in maven.,20081124Z,20101120Z
org.scalatra.scalate.tooling,scalate-archetype-guice_2.10,An archetype which creates an empty Scalate Guice web application,20140503Z,20150316Z
org.scalatra.scalate.tooling,scalate-archetype-guice_2.11,An archetype which creates an empty Scalate Guice web application,20140503Z,20150316Z
org.scalatra.scalate.tooling,scalate-archetype-jersey_2.10,An archetype which creates an empty Scalate web application,20140503Z,20150316Z
org.scalatra.scalate.tooling,scalate-archetype-jersey_2.11,An archetype which creates an empty Scalate web application,20140503Z,20150316Z
org.scalatra.scalate.tooling,scalate-archetype-sitegen_2.10,An archetype which creates an empty Scalate static website generation project,20140503Z,20150316Z
org.scalatra.scalate.tooling,scalate-archetype-sitegen_2.11,An archetype which creates an empty Scalate static website generation project,20140503Z,20150316Z
org.sculptorgenerator,sculptor-maven-archetype,Maven archetype for a business tier project using the Sculptor code generator,20131124Z,20150405Z
org.sculptorgenerator,sculptor-maven-archetype-ear,Maven archetype for a EAR project using the Sculptor code generator,20131124Z,20150405Z
org.sculptorgenerator,sculptor-maven-archetype-parent,Maven archetype for a parent project using the Sculptor code generator,20131124Z,20150405Z
org.sculptorgenerator,sculptor-maven-archetype-web,Maven archetype for a WAR project using the Sculptor code generator,20131124Z,20150405Z
org.seedstack,addon-archetype,SeedStack archetype for creating an add-on.,20170217Z,20191219Z
org.seedstack,batch-archetype,SeedStack archetype for running Spring Batch jobs.,20150617Z,20191219Z
org.seedstack,cli-archetype,SeedStack archetype for running command-line based applications.,20160303Z,20191219Z
org.seedstack,domain-archetype,SeedStack archetype for reusable domains.,20150609Z,20191219Z
org.seedstack,rest-archetype,"SeedStack mono-module WAR dedicated to REST-only projects, like micro-services",20150609Z,20170503Z
org.seedstack,web-archetype,SeedStack archetype for serving REST API and other Web resources.,20150609Z,20191219Z
org.selenide,selenide-junit5-archetype,This archetype generates a sample Selenide (http://selenide.org) project,20180813Z,20181022Z
org.siqisource.agave,archetypes-quickstart,,20121120Z,20121120Z
org.sitoolkit.ad.archetype,javaee7-web-min,"archetype for javaee7 minimum web application,
     useful for self study and developing new application.",20151103Z,20170218Z
org.sitoolkit.ad.archetype,javaee7-web-tips,archetype for javaee7 web application with useful tips,20160226Z,20170218Z
org.sitoolkit.ad.archetype,sit-ad-archetype,This project is generated from org.sitoolkit.archetype:sit-ad-archetype,20150719Z,20150719Z
org.sitoolkit.archetype,sit-archetype,This project is generated from org.sitoolkit.archetype:sit-archetype,20130603Z,20150705Z
org.sitoolkit.tester,sit-tester-archetype,archetype for sit-tester,20131005Z,20150510Z
org.sitoolkit.wt,sit-wt-archetype,archetype for sit-wt,20150627Z,20151109Z
org.sitoolkit.wt,sit-wt-project,archetype for sit-wt,20160124Z,20160124Z
org.slf4j,slf4j-archetype,The slf4j Archetype,20060919Z,20070712Z
org.slick2d,slick2d-basic-game-archetype,Maven archetype for a Slick2D based game,20140416Z,20160909Z
org.smartboot.maven.archetype,smartboot-archetype,smartboot-archetype,20160813Z,20170106Z
org.smyld.app.pe,PESample-archetype,Simple archetype to create a Portal Engine project,20190926Z,20191223Z
org.sonatype.flexmojos,flexmojos-archetypes-application,,20091211Z,20091211Z
org.sonatype.flexmojos,flexmojos-archetypes-library,,20091211Z,20091211Z
org.sonatype.flexmojos,flexmojos-archetypes-modular-webapp,,20091211Z,20091211Z
org.sonatype.nexus.archetypes,nexus-format-archetype,Archetype to create a nexus format plugin,20190911Z,20200702Z
org.sonatype.nexus.archetypes,nexus-plugin-archetype,,20091028Z,20130211Z
org.spilth,java8-junit4-quickstart,A Maven Archetype for creating a Java 8 project using Junit 4,20161222Z,20161229Z
org.spilth,java8-minimal-quickstart,A Maven Archetype for creating a minimal Java 8 project,20170602Z,20170602Z
org.spilth,java9-minimal-quickstart,A Maven Archetype for creating a minimal Java 9 project,20171105Z,20171105Z
org.springframework.boot,spring-boot-sample-actuator-archetype,Spring Boot Actuator Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-actuator-log4j-archetype,Spring Boot Actuator Log4J Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-actuator-noweb-archetype,Spring Boot Actuator Non-Web Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-actuator-ui-archetype,Spring Boot Actuator UI Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-amqp-archetype,Spring Boot AMQP Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-aop-archetype,Spring Boot AOP Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-batch-archetype,Spring Boot Batch Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-data-jpa-archetype,Spring Boot Data JPA Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-data-mongodb-archetype,Spring Boot Data MongoDB Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-data-redis-archetype,Spring Boot Data Redis Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-data-rest-archetype,Spring Boot Data REST Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-integration-archetype,Spring Boot Integration Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-jetty-archetype,Spring Boot Jetty Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-profile-archetype,Spring Boot Profile Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-secure-archetype,Spring Boot Security Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-servlet-archetype,Spring Boot Servlet Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-simple-archetype,Spring Boot Simple Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-tomcat-archetype,Spring Boot Tomcat Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-traditional-archetype,Spring Boot Traditional Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-web-jsp-archetype,Spring Boot Web JSP Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-web-method-security-archetype,Spring Boot Web Method Security Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-web-secure-archetype,Spring Boot Web Secure Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-web-static-archetype,Spring Boot Web Static Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-web-ui-archetype,Spring Boot Web UI Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-websocket-archetype,Spring Boot WebSocket Sample,20140513Z,20140513Z
org.springframework.boot,spring-boot-sample-xml-archetype,Spring Boot XML Sample,20140513Z,20140513Z
org.springframework.osgi,spring-osgi-bundle-archetype,Spring OSGi Maven2 Archetype,20080125Z,20091217Z
org.springframework.ws,spring-ws-archetype,Spring Web Services Maven2 Archetype.,20070521Z,20131001Z
org.sqlproc,sqlproc-archetype-simple-jdbc,SQL Processor Archetype for Simple JDBC Application,20121231Z,20200309Z
org.sqlproc,sqlproc-archetype-simple-spring,SQL Processor Archetype for Simple Spring Application,20121231Z,20200309Z
org.stackbox.archetypes,hadoop-v1-mr,A set of maven3 archetypes during my career in Miaozhen Systems,20150117Z,20150117Z
org.stackbox.archetypes,webapp-ssm-basic,A set of maven3 archetypes during my career in Miaozhen Systems,20150117Z,20150117Z
org.streampipes,streampipes-archetype-pe-processors-flink,,20181127Z,20191123Z
org.streampipes,streampipes-archetype-pe-processors-jvm,,20181127Z,20191123Z
org.streampipes,streampipes-archetype-pe-sinks-flink,,20181127Z,20191123Z
org.streampipes,streampipes-archetype-pe-sinks-jvm,,20181127Z,20191123Z
org.streampipes,streampipes-archetype-pe-sources,,20181127Z,20191123Z
org.structr,structr-base-archetype,Structr is an open source framework based on the popular Neo4j graph database.,20131116Z,20140916Z
org.structr,structr-simple-example-archetype,Structr is an open source framework based on the popular Neo4j graph database.,20131116Z,20140916Z
org.structr,structr-ui-archetype,Structr is an open source framework based on the popular Neo4j graph database.,20131116Z,20140916Z
org.sweble.wikitext,swc-example-basic-archetype,"An archetype that creates a simple application which is able to parse a page
    written in Wikitext and render it as HTML.",20120526Z,20120526Z
org.sweble.wikitext,swc-example-serialization-archetype,"An example project that contains a simple application that is able to parse
    a page written in Wikitext and serialize it to XML, JSON or binary.",20120526Z,20120526Z
org.sweble.wikitext,swc-example-xpath-archetype,"An archetype that creates a simple application which is able to parse
    a page written in Wikitext and perform an XPath query on that document.",20120526Z,20120526Z
org.switchyard.archetypes,switchyard-application,,20120227Z,20190104Z
org.syncope,syncope-archetype,Syncope archetype,20110214Z,20120119Z
org.tango-controls,jtango-maven-archetype,This is a custom archetype to generate skeleton JTango projects. JTango is a Java implementation of Tango controls - open source SCADA framework.,20170822Z,20171021Z
