groupId,artifactId,version,release date
am.ik.archetype,elm-spring-boot-blank-archetype,0.0.1,20190707Z
am.ik.archetype,elm-spring-boot-blank-archetype,0.0.2,20190707Z
am.ik.archetype,elm-spring-boot-blank-archetype,0.0.3,20190814Z
am.ik.archetype,graalvm-blank-archetype,0.1.0,20191102Z
am.ik.archetype,graalvm-blank-archetype,0.1.1,20191102Z
am.ik.archetype,graalvm-blank-archetype,0.1.2,20191104Z
am.ik.archetype,graalvm-blank-archetype,0.1.3,20191219Z
am.ik.archetype,graalvm-springmvc-blank-archetype,0.1.0,20191119Z
am.ik.archetype,graalvm-springmvc-blank-archetype,0.1.1,20191119Z
am.ik.archetype,graalvm-springmvc-blank-archetype,0.1.2,20191216Z
am.ik.archetype,graalvm-springwebflux-blank-archetype,0.1.0,20191216Z
am.ik.archetype,maven-reactjs-blank-archetype,1.0.0,20150323Z
am.ik.archetype,msgpack-rpc-jersey-blank-archetype,1.0.2,20150117Z
am.ik.archetype,msgpack-rpc-jersey-blank-archetype,1.0.5,20150525Z
am.ik.archetype,msgpack-rpc-jersey-blank-archetype,1.0.6,20150719Z
am.ik.archetype,msgpack-rpc-jersey-blank-archetype,1.0.7,20151115Z
am.ik.archetype,mvc-1.0-blank-archetype,1.0.0-m01,20150415Z
am.ik.archetype,mvc-1.0-blank-archetype,1.0.0-m02,20151011Z
am.ik.archetype,spring-boot-blank-archetype,0.10.0,20141025Z
am.ik.archetype,spring-boot-blank-archetype,0.10.1,20141118Z
am.ik.archetype,spring-boot-blank-archetype,0.10.2,20141122Z
am.ik.archetype,spring-boot-blank-archetype,0.10.3,20141210Z
am.ik.archetype,spring-boot-blank-archetype,0.9.0,20141007Z
am.ik.archetype,spring-boot-blank-archetype,0.9.1,20141015Z
am.ik.archetype,spring-boot-blank-archetype,0.9.2,20141016Z
am.ik.archetype,spring-boot-blank-archetype,1.0.0,20141211Z
am.ik.archetype,spring-boot-blank-archetype,1.0.1,20141212Z
am.ik.archetype,spring-boot-blank-archetype,1.0.2,20150116Z
am.ik.archetype,spring-boot-blank-archetype,1.0.2.RELEASE,20150116Z
am.ik.archetype,spring-boot-blank-archetype,1.0.5,20150426Z
am.ik.archetype,spring-boot-blank-archetype,1.0.6,20151017Z
am.ik.archetype,spring-boot-docker-blank-archetype,0.9.0,20141201Z
am.ik.archetype,spring-boot-docker-blank-archetype,1.0.0,20141211Z
am.ik.archetype,spring-boot-docker-blank-archetype,1.0.2,20150116Z
am.ik.archetype,spring-boot-docker-blank-archetype,1.0.5,20150504Z
am.ik.archetype,spring-boot-docker-blank-archetype,2.0.0,20150504Z
am.ik.archetype,spring-boot-gae-blank-archetype,1.0.2,20150214Z
am.ik.archetype,spring-boot-gae-blank-archetype,1.0.3,20150214Z
am.ik.archetype,spring-boot-gae-blank-archetype,1.0.4,20150214Z
am.ik.archetype,spring-boot-gae-blank-archetype,1.0.5,20150813Z
am.ik.archetype,spring-boot-jersey-blank-archetype,1.0.0,20141212Z
am.ik.archetype,spring-boot-jersey-blank-archetype,1.0.1,20141212Z
am.ik.archetype,spring-boot-jersey-blank-archetype,1.0.2,20150116Z
am.ik.archetype,spring-fu-jafu-blank-archetype,0.0.1,20181029Z
am.ik.archetype,spring-fu-jafu-blank-archetype,0.0.2,20181029Z
am.ik.archetype,spring-fu-jafu-blank-archetype,0.0.3,20181030Z
am.ik.archetype,spring-fu-jafu-blank-archetype,0.0.4,20181125Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.0.1,20171220Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.0.2,20171221Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.0.3,20171221Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.0.4,20171222Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.0.5,20171227Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.0.6,20180422Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.0.7,20180617Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.0.8,20180820Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.1.0,20180909Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.1.1,20181004Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.1.2,20181017Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.1.3,20181224Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.1.4,20190421Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.0,20190421Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.1,20190422Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.10,20190905Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.11,20190906Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.12,20190906Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.13,20190907Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.14,20190913Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.15,20190913Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.16,20191003Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.17,20191021Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.18,20200101Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.19,20200212Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.2,20190422Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.3,20190502Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.4,20190506Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.5,20190526Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.6,20190526Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.7,20190602Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.8,20190814Z
am.ik.archetype,vanilla-spring-webflux-fn-blank-archetype,0.2.9,20190904Z
at.chrl.archetypes,chrl-spring-sample,1.0.0,20150818Z
at.chrl.archetypes,chrl-spring-sample,1.1.0,20150912Z
be.cloudway,gramba-aws-lambda-archetype,0.0.5,20200302Z
biz.turnonline.ecosystem,turnonline-ecosystem-microservice-archetype,1.0,20190201Z
biz.turnonline.ecosystem,turnonline-ecosystem-microservice-archetype,1.1,20190227Z
biz.turnonline.ecosystem,turnonline-ecosystem-microservice-archetype,1.2,20190912Z
biz.turnonline.ecosystem,turnonline-ecosystem-microservice-archetype,1.3,20200112Z
br.com.address.archetypes,struts2-archetype,1.0,20141210Z
br.com.address.archetypes,struts2-archetype,1.5,20141220Z
br.com.address.archetypes,struts2-base-archetype,1.6,20160629Z
br.com.address.archetypes,struts2-base-archetype,1.7,20160629Z
br.com.anteros,Anteros-Archetype,1.0.0,20170316Z
br.com.anteros,Anteros-Archetype,1.0.1,20171030Z
br.com.anteros,Anteros-Archetype,1.0.2,20190122Z
br.com.codecode,vlocadora-json,1.0,20170128Z
br.com.diogoko,maven-doclet-archetype,1.0.0,20151102Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.3.3,20141006Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.3.4,20141015Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.3.5,20141015Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.4.0,20150101Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.4.1-foradilma,20151006Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.4.2,20151229Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.4.3-foralula,20160131Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.4.4,20160301Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.5.0,20160420Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.5.1,20190327Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.5.2,20190328Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.5.3,20190516Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.5.4,20190924Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.5.5,20190927Z
br.com.ingenieux,elasticbeanstalk-docker-dropwizard-webapp-archetype,1.5.6,20190930Z
br.com.ingenieux,elasticbeanstalk-javase-archetype,1.4.3-foralula,20160131Z
br.com.ingenieux,elasticbeanstalk-javase-archetype,1.4.4,20160301Z
br.com.ingenieux,elasticbeanstalk-javase-archetype,1.5.0,20160420Z
br.com.ingenieux,elasticbeanstalk-javase-archetype,1.5.1,20190327Z
br.com.ingenieux,elasticbeanstalk-javase-archetype,1.5.2,20190328Z
br.com.ingenieux,elasticbeanstalk-javase-archetype,1.5.3,20190516Z
br.com.ingenieux,elasticbeanstalk-javase-archetype,1.5.4,20190924Z
br.com.ingenieux,elasticbeanstalk-javase-archetype,1.5.5,20190927Z
br.com.ingenieux,elasticbeanstalk-javase-archetype,1.5.6,20190930Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,0.2.8,20130107Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,0.2.9,20130128Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.0,20130507Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.0.1,20130507Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.1.0,20130905Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.1.1,20130910Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.2.0,20140126Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.3.1,20140208Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.3.2,20140801Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.3.3,20141006Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.3.4,20141015Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.3.5,20141015Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.4.0,20150101Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.4.1-foradilma,20151006Z
br.com.ingenieux,elasticbeanstalk-service-webapp-archetype,1.4.2,20151229Z
br.com.ingenieux,elasticbeanstalk-wrapper-webapp-archetype,1.3.2,20140801Z
br.com.ingenieux,elasticbeanstalk-wrapper-webapp-archetype,1.3.3,20141006Z
br.com.ingenieux,elasticbeanstalk-wrapper-webapp-archetype,1.3.4,20141015Z
br.com.ingenieux,elasticbeanstalk-wrapper-webapp-archetype,1.3.5,20141015Z
br.com.ingenieux,elasticbeanstalk-wrapper-webapp-archetype,1.4.0,20150101Z
br.com.ingenieux,elasticbeanstalk-wrapper-webapp-archetype,1.4.1-foradilma,20151006Z
br.com.ingenieux,elasticbeanstalk-wrapper-webapp-archetype,1.4.2,20151229Z
br.com.jarch,dsfnet-javaee-archetype,19.1.0,20190110Z
br.com.jarch,dsfnet-javaee-archetype,19.1.9,20190112Z
br.com.jarch,jarch-dsfnet-archetype,19.1.0,20190115Z
br.com.jarch,jarch-dsfnet-archetype,2.23.5,20190112Z
br.com.jarch,javaee-archetype,19.12.0,20200114Z
br.com.jarch,javaee-archetype,19.9.0,20190929Z
br.com.jarch,javaee-archetype,20.2.0,20200303Z
br.com.jarch,javaee-archetype,20.5.0,20200603Z
br.com.jarch,javaee-archetype,20.5.1,20200603Z
br.com.jarch,javaee-archetype,20.5.2,20200603Z
br.com.jarch,javaee-archetype,20.5.3,20200609Z
br.com.jarch,javaee-archetype,20.5.4,20200614Z
br.com.jarch,javaee-archetype,20.6.0,20200701Z
br.com.jarch.dsfnet,javaee-archetype,19.1.10,20190112Z
br.com.jarch.dsfnet,javaee-archetype,19.1.11,20190119Z
br.com.jarch.dsfnet,javaee-archetype,19.1.12,20190119Z
br.com.jarch.dsfnet,javaee-archetype,19.1.13,20190119Z
br.com.jarch.dsfnet,javaee-archetype,19.1.14,20190120Z
br.com.jarch.dsfnet,javaee-archetype,19.1.15,20190123Z
br.com.jarch.dsfnet,javaee-archetype,19.1.2,20190110Z
br.com.jarch.dsfnet,javaee-archetype,19.12.0,20200114Z
br.com.jarch.dsfnet,javaee-archetype,19.3.0,20190316Z
br.com.jarch.dsfnet,javaee-archetype,19.9.0,20190929Z
br.com.jarch.dsfnet,javaee-archetype,20.2.0,20200303Z
br.com.jarch.dsfnet,javaee-archetype,20.5.0,20200603Z
br.com.jarch.dsfnet,javaee-archetype,20.5.1,20200603Z
br.com.jarch.dsfnet,javaee-archetype,20.5.2,20200603Z
br.com.jarch.dsfnet,javaee-archetype,20.5.3,20200609Z
br.com.jarch.dsfnet,javaee-archetype,20.5.4,20200614Z
br.com.jarch.dsfnet,javaee-archetype,20.6.0,20200701Z
br.com.miguelfontes,java-tooling-template-archetype,1.10,20190309Z
br.com.miguelfontes,java-tooling-template-archetype,1.9,20180715Z
br.com.otavio.vraptor.archetypes,vraptor-archetype-blank,0.0.3,20140218Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,2.5.0,20150904Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,2.5.0-BETA1,20140716Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,2.5.0-BETA2,20140903Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,2.5.0-BETA3,20141103Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,2.5.0-RC1,20150114Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,2.5.1,20151202Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,2.5.2,20180218Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,2.5.2-RC1,20171207Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,2.5.3,20180615Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,2.5.4,20190307Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,3.0.0-ALPHA1,20160621Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,3.0.0-ALPHA2,20160922Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-html-rest,=2.5.2,20180217Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.3.0,20121031Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.3.0-RC2,20120927Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.3.0-RC3,20121003Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.3.1,20121212Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.3.2,20130225Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.3.3,20130405Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.3.4,20130524Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.4.0,20131031Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.4.0-BETA1,20130313Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.4.0-BETA2,20130716Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.4.0-BETA3,20130815Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.4.0-RC1,20130927Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.4.1,20140604Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.4.2,20141204Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.5.0,20150904Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.5.0-BETA1,20140716Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.5.0-BETA2,20140903Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.5.0-BETA3,20141103Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.5.0-RC1,20150114Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.5.1,20151202Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.5.2,20180218Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.5.2-RC1,20171207Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.5.3,20180615Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,2.5.4,20190307Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,3.0.0-ALPHA1,20160621Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,3.0.0-ALPHA2,20160922Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-jsf-jpa,=2.5.2,20180217Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.3.0,20121031Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.3.0-RC2,20120927Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.3.0-RC3,20121003Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.3.1,20121212Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.3.2,20130225Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.3.3,20130405Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.3.4,20130524Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.4.0,20131031Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.4.0-BETA1,20130313Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.4.0-BETA2,20130716Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.4.0-BETA3,20130815Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.4.0-RC1,20130927Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.4.1,20140604Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.4.2,20141204Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.5.0,20150904Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.5.0-BETA1,20140716Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.5.0-BETA2,20140903Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.5.0-BETA3,20141103Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.5.0-RC1,20150114Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.5.1,20151202Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.5.2,20180218Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.5.2-RC1,20171207Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.5.3,20180615Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,2.5.4,20190307Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-minimal,=2.5.2,20180217Z
br.gov.frameworkdemoiselle.archetypes,demoiselle-vaadin-jpa,2.3.0,20121203Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-assertj-archetype,1.6.0-BETA2,20181009Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-fest-archetype,1.5.2,20161212Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-fest-archetype,1.5.2-BETA1,20161118Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-fest-archetype,1.5.2-BETA2,20161125Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-fest-archetype,1.5.2-BETA3,20161206Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-fest-archetype,1.5.3,20170511Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-fest-archetype,1.6.0-BETA2,20181009Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-junit-archetype,1.5.2,20161212Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-junit-archetype,1.5.2-BETA1,20161118Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-junit-archetype,1.5.2-BETA2,20161125Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-junit-archetype,1.5.2-BETA3,20161206Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-junit-archetype,1.5.3,20170511Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-junit-archetype,1.6.0-BETA2,20181009Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-selenium-archetype,1.5.2,20161212Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-selenium-archetype,1.5.2-BETA1,20161118Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-selenium-archetype,1.5.2-BETA2,20161125Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-selenium-archetype,1.5.2-BETA3,20161206Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-selenium-archetype,1.5.3,20170511Z
br.gov.frameworkdemoiselle.component.archetypes,jbehave-selenium-archetype,1.6.0-BETA2,20181009Z
ca.bc.gov.open.cpf,cpf-archetype-plugin,5.0.0-RELEASE,20160922Z
ca.bc.gov.open.cpf,cpf-archetype-plugin,5.0.1-RELEASE,20161017Z
ca.bc.gov.open.cpf,cpf-archetype-plugin,5.0.2-RELEASE,20161019Z
ca.bc.gov.open.cpf,cpf-archetype-plugin,5.0.3-RELEASE,20161020Z
ca.bc.gov.open.cpf,cpf-archetype-plugin,5.0.4-RELEASE,20161222Z
ca.bc.gov.open.cpf,cpf-archetype-plugin,5.0.5-RELEASE,20161222Z
ca.bc.gov.open.cpf,cpf-archetype-plugin,5.0.6-RELEASE,20171005Z
ca.bc.gov.open.cpf,cpf-archetype-plugin,5.1.0-RELEASE,20180228Z
ca.bc.gov.open.cpf,cpf-archetype-plugin,5.1.1-RELEASE,20180314Z
ca.bc.gov.open.cpf,cpf-archetype-web,5.0.0-RELEASE,20160922Z
ca.bc.gov.open.cpf,cpf-archetype-web,5.0.1-RELEASE,20161017Z
ca.bc.gov.open.cpf,cpf-archetype-web,5.0.2-RELEASE,20161019Z
ca.bc.gov.open.cpf,cpf-archetype-web,5.0.3-RELEASE,20161020Z
ca.bc.gov.open.cpf,cpf-archetype-web,5.0.4-RELEASE,20161222Z
ca.bc.gov.open.cpf,cpf-archetype-web,5.0.5-RELEASE,20161222Z
ca.bc.gov.open.cpf,cpf-archetype-web,5.0.6-RELEASE,20171005Z
ca.bc.gov.open.cpf,cpf-archetype-web,5.1.0-RELEASE,20180228Z
ca.bc.gov.open.cpf,cpf-archetype-web,5.1.1-RELEASE,20180314Z
ca.dsolutions,java,1.0,20200709Z
ca.dsolutions,javafx,1.0,20200709Z
cc.gasches.archetypes,micronaut-groovy-cli,1.1.0.M2,20190330Z
cc.gasches.archetypes,micronaut-groovy-cli,1.1.0.M2-1,20190331Z
cc.gasches.archetypes,micronaut-groovy-service,1.1.0.M2,20190330Z
cc.gasches.archetypes,micronaut-groovy-service,1.1.0.M2-1,20190331Z
cc.gasches.archetypes,micronaut-java-cli,1.1.0.M2,20190330Z
cc.gasches.archetypes,micronaut-java-cli,1.1.0.M2-1,20190331Z
cc.gasches.archetypes,micronaut-java-function-aws,1.1.0.M2,20190330Z
cc.gasches.archetypes,micronaut-java-function-aws,1.1.0.M2-1,20190331Z
cc.gasches.archetypes,micronaut-java-service,1.1.0.M2,20190330Z
cc.gasches.archetypes,micronaut-java-service,1.1.0.M2-1,20190331Z
cc.gasches.archetypes,micronaut-kotlin-cli,1.1.0.M2,20190330Z
cc.gasches.archetypes,micronaut-kotlin-cli,1.1.0.M2-1,20190331Z
cc.gasches.archetypes,micronaut-kotlin-service,1.1.0.M2,20190330Z
cc.gasches.archetypes,micronaut-kotlin-service,1.1.0.M2-1,20190331Z
ch.powerunit.extensions,powerunit-extensions-matchers-archetype,0.0.6,20180323Z
ch.powerunit.extensions,powerunit-extensions-matchers-archetype,0.0.7,20180325Z
ch.powerunit.extensions,powerunit-extensions-matchers-archetype,0.0.8,20180330Z
ch.powerunit.extensions,powerunit-extensions-matchers-archetype,0.1.0,20180513Z
ch.powerunit.extensions,powerunit-extensions-matchers-archetype,0.1.1,20180522Z
ch.powerunit.extensions,powerunit-extensions-matchers-archetype,0.1.2,20180807Z
ch.powerunit.extensions,powerunit-extensions-matchers-archetype,0.1.3,20200423Z
ch.powerunit.extensions,powerunit-extensions-matchers-archetype,0.1.4,20200515Z
ch.powerunit.extensions,powerunit-extensions-matchers-archetype,0.1.5,20200518Z
ch.powerunit.extensions,powerunit-extensions-matchers-archetype,0.1.6,20200518Z
ch.powerunit.extensions,powerunit-extensions-matchers-archetype,0.2.0,20200524Z
ch.sbb.maven.archetypes,iib9-maven-projects,1.0,20140407Z
ch.sbb.maven.archetypes,wmb7-maven-projects,1.0,20140407Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-jwt-authzsrv-archetype,3.0.0.RELEASE,20200318Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-jwt-authzsrv-archetype,3.0.1.RELEASE,20200326Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-jwt-authzsrv-archetype,3.1.0.RELEASE,20200326Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-jwt-ressrv-archetype,3.0.0.RELEASE,20200318Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-jwt-ressrv-archetype,3.0.1.RELEASE,20200326Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-jwt-ressrv-archetype,3.1.0.RELEASE,20200326Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-oauth2-authzsrv-archetype,3.0.0.RELEASE,20200318Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-oauth2-authzsrv-archetype,3.0.1.RELEASE,20200326Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-oauth2-authzsrv-archetype,3.1.0.RELEASE,20200326Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-oauth2-client-archetype,3.0.0.RELEASE,20200318Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-oauth2-client-archetype,3.0.1.RELEASE,20200326Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-oauth2-client-archetype,3.1.0.RELEASE,20200326Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-oauth2-ressrv-archetype,3.0.0.RELEASE,20200318Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-oauth2-ressrv-archetype,3.0.1.RELEASE,20200326Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-oauth2-ressrv-archetype,3.1.0.RELEASE,20200326Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-performance-archetype,3.0.0.RELEASE,20200318Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-performance-archetype,3.0.1.RELEASE,20200326Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-performance-archetype,3.1.0.RELEASE,20200326Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-performance-jdbc-archetype,3.0.0.RELEASE,20200318Z
cloud.altemista.fwk.archetype,cloud-altemistafwk-app-performance-jdbc-archetype,3.0.1.RELEASE,20200326Z
